application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
108531,59.0,145860.0,472.0,20633.0,34.0,0.15,0,Salaried,Divorced,High School,Family,Tier3,Platinum,2025-08-14,Approved
108532,35.0,158051.0,642.0,29203.0,16.0,0.64,7,Salaried,Single,High School,Owned,Tier1,Platinum,2025-07-30,Rejected
108533,36.0,150596.0,490.0,35311.0,9.0,0.25,1,Self-Employed,Single,Bachelors,Family,Tier3,Silver,2024-06-02,Approved
108534,47.0,177377.0,738.0,18175.0,,0.15,7,Salaried,Divorced,Bachelors,Owned,Tier3,Platinum,2025-06-22,Approved
108535,60.0,99543.0,642.0,47618.0,16.0,0.61,1,Self-Employed,Married,High School,Owned,Tier2,Gold,2024-02-15,Approved
108536,,60094.0,,26012.0,30.0,0.21,0,Business,Married,Masters,Family,Tier3,Silver,2024-10-07,Approved
108537,24.0,191170.0,659.0,22554.0,15.0,0.6,6,Business,Divorced,Masters,Owned,Tier2,Silver,2024-01-19,Rejected
108538,39.0,189842.0,802.0,29090.0,23.0,0.24,6,Salaried,Married,High School,,Tier2,Platinum,2025-10-10,Rejected
108539,48.0,34734.0,472.0,46636.0,6.0,0.66,4,Business,Single,Masters,Owned,Tier2,Silver,2024-08-26,Approved
108540,41.0,64605.0,693.0,39866.0,18.0,0.19,2,Salaried,Divorced,Bachelors,Owned,Tier3,Platinum,2025-03-04,Approved
108541,34.0,102932.0,760.0,33712.0,15.0,0.1,5,Self-Employed,Single,High School,Family,Tier3,Platinum,2025-11-25,Approved
108542,53.0,149109.0,419.0,41216.0,32.0,0.66,2,Business,Married,Masters,Rented,Tier3,Platinum,2024-05-18,Approved
108543,30.0,52881.0,572.0,40979.0,9.0,0.16,7,Salaried,Married,High School,Owned,Tier2,Silver,2024-08-08,Approved
108544,39.0,187249.0,657.0,8798.0,14.0,0.66,4,Salaried,Single,High School,Family,Tier3,Platinum,2025-02-22,Approved
108545,50.0,65122.0,685.0,46420.0,2.0,0.59,0,Business,Married,Bachelors,Family,Tier1,Platinum,2025-04-29,Approved
108546,42.0,60297.0,618.0,21748.0,1.0,0.1,3,Business,Married,Masters,Owned,Tier2,Platinum,2024-01-28,Approved
108547,23.0,136513.0,560.0,2716.0,34.0,0.34,0,Business,Single,,Rented,Tier1,Platinum,2024-04-07,Approved
108548,57.0,61680.0,580.0,37404.0,,0.1,5,Salaried,Single,High School,Rented,Tier3,Platinum,2024-11-28,Approved
108549,61.0,108452.0,628.0,45324.0,4.0,0.26,1,Salaried,Single,Masters,Family,Tier1,Silver,2024-01-21,Approved
108550,38.0,76044.0,423.0,8870.0,14.0,0.28,5,Salaried,Single,Masters,Owned,Tier1,Platinum,2025-11-12,Rejected
108551,31.0,190261.0,775.0,14682.0,32.0,0.44,7,Self-Employed,Married,Masters,Owned,Tier1,Gold,2025-09-25,Approved
108552,22.0,169582.0,577.0,23055.0,0.0,0.68,0,Salaried,Single,Masters,Rented,Tier2,Gold,2024-11-18,Rejected
108553,32.0,115502.0,392.0,46133.0,11.0,0.16,2,Salaried,Divorced,High School,Rented,Tier3,Gold,2024-10-01,Approved
108554,26.0,47152.0,846.0,9380.0,8.0,0.26,3,Salaried,,Masters,Rented,Tier2,Silver,2025-06-29,Rejected
108555,63.0,109738.0,427.0,6726.0,19.0,0.43,5,Business,Married,High School,Owned,Tier3,Silver,2024-11-02,Approved
108556,60.0,182517.0,,8557.0,29.0,0.16,4,Salaried,,High School,Owned,Tier2,Silver,2024-06-18,Approved
108557,64.0,157267.0,466.0,32768.0,13.0,0.51,0,Self-Employed,Married,Masters,Family,Tier1,Silver,2024-10-15,Approved
108558,49.0,129533.0,535.0,25166.0,22.0,0.31,3,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,2025-04-25,Approved
108559,50.0,50433.0,331.0,36486.0,28.0,0.67,5,Business,Married,Bachelors,Family,Tier2,Gold,2024-11-24,Approved
108560,22.0,161377.0,530.0,41655.0,34.0,0.46,7,Self-Employed,Single,Bachelors,Family,Tier1,Gold,2025-08-28,Rejected
108561,29.0,73648.0,490.0,29506.0,26.0,0.29,3,Self-Employed,Married,High School,Rented,Tier1,Platinum,2024-01-21,Approved
108562,,67113.0,807.0,41771.0,,0.52,2,Salaried,Divorced,High School,Owned,Tier3,Silver,2024-04-19,Approved
108563,49.0,128504.0,756.0,25102.0,29.0,0.6,1,Salaried,Single,Bachelors,Owned,Tier3,Platinum,2024-08-26,Approved
108564,53.0,155431.0,554.0,49291.0,2.0,0.57,6,Salaried,Single,Masters,Owned,Tier2,Gold,2024-08-05,Rejected
108565,30.0,198714.0,578.0,,11.0,0.22,3,Salaried,Divorced,High School,Owned,Tier3,Silver,2025-07-28,Approved
108566,54.0,58062.0,355.0,42300.0,30.0,0.32,3,Salaried,Single,,Rented,Tier2,Platinum,2024-11-18,Approved
108567,64.0,96633.0,405.0,20265.0,26.0,0.34,0,Self-Employed,Married,High School,Rented,Tier2,Gold,2024-09-23,Approved
108568,28.0,66604.0,491.0,24094.0,23.0,0.3,4,Salaried,Married,Bachelors,Rented,Tier3,Gold,2025-02-12,Approved
108569,57.0,162750.0,577.0,14353.0,10.0,0.25,0,Self-Employed,Married,Bachelors,Owned,Tier2,Silver,2025-12-03,Approved
108570,53.0,57121.0,843.0,46953.0,26.0,0.54,2,Business,Divorced,Masters,Rented,Tier1,Gold,2025-12-14,Approved
108571,26.0,150015.0,474.0,16173.0,8.0,0.06,3,Self-Employed,Divorced,Masters,Family,Tier1,Gold,2024-11-11,Approved
108572,64.0,111940.0,384.0,34411.0,15.0,0.24,1,Salaried,Married,High School,Family,Tier1,Platinum,2025-05-27,Approved
108573,60.0,41494.0,515.0,12264.0,13.0,0.14,3,Salaried,Divorced,High School,Owned,Tier2,Gold,2025-03-06,Rejected
108574,39.0,165750.0,313.0,34445.0,29.0,0.13,1,Salaried,Single,High School,Rented,Tier3,,2024-02-19,Approved
108575,52.0,193704.0,336.0,16931.0,23.0,0.23,6,Business,Divorced,High School,Family,Tier2,Gold,2025-10-01,Approved
108576,47.0,71235.0,326.0,43059.0,12.0,0.55,1,Business,Single,Masters,Owned,Tier1,Silver,2024-03-11,Approved
108577,21.0,,369.0,3650.0,32.0,0.68,6,Self-Employed,Married,Bachelors,Owned,Tier1,Platinum,2025-10-18,Approved
108578,63.0,106213.0,453.0,4469.0,8.0,0.38,5,Self-Employed,Married,Masters,Family,Tier1,Gold,2024-08-12,Approved
108579,53.0,41489.0,737.0,41654.0,25.0,0.27,5,Salaried,Married,Masters,Owned,Tier3,Silver,2024-08-09,Approved
108580,60.0,102281.0,570.0,44024.0,12.0,0.59,6,Salaried,Divorced,Bachelors,Family,Tier1,Gold,2025-06-26,Approved
108581,52.0,161890.0,840.0,12592.0,20.0,0.09,1,Salaried,Married,Masters,Rented,Tier2,Platinum,2025-02-14,Approved
108582,25.0,133190.0,373.0,44831.0,28.0,0.11,7,Self-Employed,Divorced,Masters,Owned,Tier1,Silver,2024-04-21,Approved
108583,37.0,149613.0,448.0,44390.0,27.0,0.27,4,Salaried,Married,High School,Family,Tier3,Silver,2024-05-25,Rejected
108584,28.0,189221.0,,6684.0,23.0,0.34,0,Self-Employed,Single,Masters,Rented,Tier2,Gold,2025-09-11,Rejected
108585,62.0,183384.0,309.0,14457.0,12.0,0.57,6,Self-Employed,Divorced,Masters,Family,Tier1,Platinum,2024-03-13,Approved
108586,54.0,193196.0,801.0,7596.0,19.0,0.65,5,Salaried,Single,Masters,Owned,Tier3,Platinum,2025-08-26,Approved
108587,29.0,129222.0,361.0,16151.0,6.0,0.4,6,Salaried,Single,Masters,Family,Tier3,Platinum,2024-07-17,Approved
108588,43.0,26316.0,687.0,8074.0,14.0,0.37,2,Self-Employed,Single,Masters,Rented,Tier1,Platinum,2025-03-07,Approved
108589,55.0,85046.0,531.0,34259.0,24.0,0.19,5,,Married,High School,Family,Tier3,Silver,2024-01-26,Approved
108590,27.0,103643.0,827.0,33979.0,34.0,0.34,4,Self-Employed,Single,High School,Family,Tier1,Platinum,2025-04-13,Approved
108591,35.0,122504.0,849.0,47412.0,12.0,0.65,7,Self-Employed,Single,Bachelors,Owned,Tier2,Gold,2025-01-07,Approved
108592,40.0,140594.0,744.0,41743.0,7.0,0.31,4,Business,Single,Masters,Owned,Tier2,Platinum,2024-04-21,Approved
108593,45.0,89042.0,620.0,4722.0,20.0,0.19,1,Salaried,Divorced,Masters,Rented,Tier3,Silver,2024-04-05,Rejected
108594,23.0,153295.0,382.0,12709.0,5.0,0.27,4,Self-Employed,Divorced,High School,Owned,Tier2,Gold,2024-10-11,Rejected
108595,44.0,179174.0,733.0,43925.0,9.0,0.38,2,Business,Divorced,Bachelors,Rented,Tier1,Silver,2025-09-02,Rejected
108596,54.0,139430.0,316.0,17687.0,20.0,0.44,2,Business,Divorced,Masters,Rented,Tier2,Platinum,2024-11-09,Rejected
108597,42.0,150782.0,668.0,37540.0,13.0,0.33,6,Self-Employed,Divorced,High School,Rented,Tier2,Silver,2024-11-19,Rejected
108598,31.0,188029.0,554.0,19165.0,32.0,0.54,3,Business,Divorced,High School,Family,Tier1,Platinum,2024-09-10,Approved
108599,28.0,168944.0,755.0,47889.0,24.0,0.43,4,Business,Divorced,Masters,Owned,Tier1,Gold,2024-01-31,Approved
108600,59.0,75094.0,832.0,36993.0,18.0,0.48,5,Business,Married,Masters,Family,Tier3,Gold,2024-04-07,Approved
108601,63.0,72719.0,691.0,30194.0,8.0,0.61,3,Salaried,Divorced,Bachelors,Family,Tier1,Platinum,2024-08-24,Approved
108602,55.0,146103.0,619.0,42767.0,14.0,0.61,5,Self-Employed,Single,High School,,Tier1,Platinum,2024-06-22,Approved
108603,58.0,153826.0,519.0,12382.0,4.0,0.18,2,Salaried,Married,High School,Family,Tier2,Platinum,2025-10-14,Approved
108604,28.0,175765.0,713.0,29618.0,16.0,0.46,6,Business,Divorced,Masters,Family,Tier1,Silver,2025-12-24,Approved
108605,57.0,75478.0,331.0,21587.0,29.0,0.52,6,Business,Divorced,Masters,Owned,Tier1,Silver,2024-02-03,Approved
108606,47.0,,315.0,2353.0,6.0,0.14,4,Business,Single,High School,Owned,Tier2,Gold,2024-10-13,Approved
108607,48.0,166832.0,708.0,9371.0,5.0,0.6,1,Salaried,Single,Bachelors,Rented,Tier3,Gold,2025-04-19,Approved
108608,60.0,36584.0,472.0,10072.0,14.0,0.17,1,Self-Employed,Single,High School,Owned,Tier1,Platinum,2024-07-08,Approved
108609,54.0,27106.0,478.0,5698.0,9.0,0.57,7,Business,Married,Bachelors,Family,Tier2,Gold,2025-10-16,Approved
108610,52.0,169741.0,,20184.0,5.0,0.15,4,Salaried,Married,Bachelors,Family,Tier3,Gold,2024-01-27,Approved
108611,35.0,50223.0,403.0,7902.0,12.0,0.53,5,Salaried,Married,Bachelors,Rented,Tier3,Platinum,2024-02-11,Approved
108612,64.0,60706.0,616.0,21647.0,13.0,0.15,7,Salaried,Married,High School,Owned,Tier3,Silver,2025-11-09,Approved
108613,37.0,183554.0,,30140.0,0.0,0.3,3,Salaried,Single,Masters,Owned,Tier3,Silver,2025-10-02,Approved
108614,53.0,85369.0,431.0,36005.0,32.0,0.14,7,Self-Employed,Single,Masters,Rented,Tier2,Platinum,2024-12-15,Approved
108615,36.0,,454.0,31221.0,18.0,0.23,3,Business,Single,High School,Family,Tier3,Platinum,2025-08-10,Approved
108616,49.0,180312.0,658.0,35546.0,8.0,0.69,6,Business,Single,Bachelors,Family,Tier2,Gold,2025-06-04,Rejected
108617,29.0,35015.0,534.0,18004.0,11.0,0.12,1,Self-Employed,Single,High School,Family,Tier3,Gold,2025-12-08,Approved
108618,53.0,,464.0,13505.0,4.0,0.31,7,Business,Divorced,Masters,Family,Tier2,Gold,2024-10-13,Approved
108619,49.0,76500.0,726.0,22814.0,5.0,0.49,7,Salaried,Single,Bachelors,Family,Tier3,Silver,2024-06-16,Approved
108620,33.0,88925.0,787.0,40147.0,10.0,0.11,3,Business,Single,High School,Owned,Tier2,Silver,2024-01-03,Approved
108621,41.0,115979.0,512.0,38031.0,9.0,0.12,1,Salaried,Divorced,High School,Rented,Tier1,Gold,2025-05-26,Approved
108622,41.0,121355.0,456.0,44787.0,14.0,0.14,0,Self-Employed,Married,High School,Rented,Tier1,Platinum,2024-05-24,Approved
108623,25.0,79909.0,374.0,36008.0,27.0,0.47,1,Business,Single,Bachelors,Owned,Tier2,,2025-05-13,Approved
108624,30.0,36565.0,734.0,15577.0,2.0,0.64,6,Business,Divorced,Bachelors,Owned,Tier3,Platinum,2024-06-18,Rejected
108625,26.0,52597.0,477.0,9043.0,15.0,0.59,0,Self-Employed,Divorced,High School,Owned,Tier1,Silver,2024-12-26,Approved
108626,33.0,90623.0,611.0,35130.0,16.0,0.69,4,Salaried,Divorced,Masters,Family,Tier1,Gold,2025-03-02,Approved
108627,21.0,165504.0,426.0,28414.0,18.0,0.43,0,Business,Divorced,Masters,Rented,Tier2,Platinum,2024-08-24,Approved
108628,40.0,99300.0,676.0,40303.0,3.0,0.67,2,Salaried,Married,Bachelors,Owned,Tier2,Silver,2025-03-25,Approved
108629,28.0,116837.0,644.0,7744.0,24.0,0.25,5,Business,Married,Masters,Owned,Tier2,Platinum,2024-01-11,Rejected
108630,30.0,74314.0,524.0,42052.0,26.0,0.32,3,Self-Employed,Married,High School,Rented,Tier2,Silver,2024-01-08,Approved
108631,29.0,66965.0,316.0,40260.0,11.0,0.31,0,Business,Single,Bachelors,Owned,Tier2,Gold,2024-02-04,Approved
108632,61.0,122449.0,796.0,41270.0,26.0,0.08,2,,Divorced,High School,Family,Tier1,Platinum,2024-12-14,Rejected
108633,23.0,92957.0,772.0,,3.0,0.59,6,Business,Single,High School,Owned,Tier2,Silver,2024-11-24,Approved
108634,31.0,199787.0,610.0,32643.0,23.0,0.07,2,Self-Employed,Divorced,Bachelors,Owned,Tier3,Gold,2025-08-07,Rejected
108635,32.0,,436.0,28811.0,16.0,0.52,3,Salaried,Divorced,High School,Owned,Tier2,Silver,2024-05-09,Rejected
108636,30.0,144191.0,774.0,5201.0,25.0,0.31,1,Self-Employed,Married,Masters,Rented,Tier3,Platinum,2025-02-09,Approved
108637,45.0,91753.0,516.0,6351.0,17.0,0.05,2,Salaried,Married,,Family,Tier1,Platinum,2024-03-01,Approved
108638,45.0,60242.0,495.0,16327.0,21.0,0.24,5,Salaried,Single,High School,Owned,Tier1,Platinum,2025-04-09,Rejected
108639,31.0,157001.0,500.0,49685.0,5.0,0.27,0,Business,Divorced,Masters,Family,Tier2,Silver,2024-09-14,Rejected
108640,56.0,131262.0,665.0,28340.0,18.0,0.68,3,Self-Employed,Divorced,Bachelors,Family,Tier1,Platinum,2025-05-20,Approved
108641,59.0,124806.0,827.0,29180.0,33.0,0.48,0,Self-Employed,Single,Bachelors,Family,Tier1,Platinum,2024-08-03,Approved
108642,46.0,123724.0,699.0,14488.0,10.0,0.4,1,Business,Married,Masters,Family,Tier3,Platinum,2024-12-11,Approved
108643,34.0,38580.0,824.0,31374.0,23.0,0.13,3,Salaried,Divorced,High School,Family,Tier1,Platinum,2025-03-26,Approved
108644,59.0,,513.0,6413.0,22.0,0.3,2,Business,Divorced,Masters,Rented,Tier2,Platinum,2024-06-09,Approved
108645,60.0,120967.0,640.0,41200.0,3.0,0.07,0,Self-Employed,Divorced,Bachelors,Rented,Tier1,Silver,2025-11-24,Approved
108646,21.0,,628.0,23355.0,17.0,0.55,5,Salaried,Married,Bachelors,Family,Tier1,Platinum,2024-09-29,Approved
108647,24.0,42833.0,418.0,14831.0,29.0,0.16,6,Self-Employed,Married,High School,Rented,Tier3,Gold,2025-06-28,Approved
108648,50.0,121421.0,724.0,24821.0,14.0,0.44,0,Salaried,Single,Masters,Owned,Tier3,Platinum,2025-02-26,Rejected
108649,32.0,96347.0,672.0,12426.0,22.0,0.5,5,Salaried,Married,High School,Rented,Tier2,Silver,2024-04-21,Approved
108650,55.0,99155.0,478.0,37396.0,11.0,0.29,2,Business,Married,Bachelors,Rented,Tier1,Platinum,2025-01-03,Approved
108651,33.0,114791.0,731.0,47132.0,3.0,0.46,6,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,2024-06-01,Approved
108652,51.0,169599.0,701.0,39120.0,3.0,0.55,7,Business,Single,High School,Rented,Tier3,Silver,2024-11-09,Rejected
108653,58.0,139527.0,693.0,29085.0,13.0,0.17,2,Business,Divorced,High School,Owned,Tier1,Silver,2025-03-05,Approved
108654,63.0,66057.0,378.0,36669.0,7.0,0.44,1,Business,Married,Bachelors,Owned,Tier3,Platinum,2024-05-13,Approved
108655,43.0,,723.0,48786.0,22.0,0.53,1,Self-Employed,Single,Masters,Rented,Tier2,Platinum,2024-12-15,Approved
108656,24.0,156114.0,417.0,18925.0,0.0,0.28,6,Self-Employed,Single,Bachelors,Rented,Tier3,Silver,2024-02-03,Rejected
108657,36.0,47769.0,667.0,47006.0,,0.16,2,Salaried,,High School,Owned,Tier2,Silver,2025-10-13,Approved
108658,27.0,47449.0,405.0,3091.0,26.0,0.24,6,Salaried,Married,Masters,Family,Tier1,Platinum,2025-09-21,Approved
108659,42.0,194725.0,404.0,11842.0,3.0,0.66,3,Salaried,Divorced,High School,Family,Tier1,Silver,2024-10-30,Rejected
108660,49.0,184931.0,602.0,10923.0,28.0,0.28,2,Salaried,Married,High School,Owned,Tier3,Platinum,2025-07-15,Approved
108661,31.0,164648.0,447.0,14827.0,16.0,0.12,7,Business,Single,Masters,,Tier2,Platinum,2025-09-13,Approved
108662,53.0,61345.0,449.0,48736.0,18.0,0.1,2,Salaried,Divorced,Bachelors,Rented,Tier3,Gold,2025-07-11,Approved
108663,49.0,142926.0,555.0,25126.0,23.0,0.17,7,Self-Employed,,High School,Owned,Tier1,Gold,2024-02-28,Approved
108664,59.0,149576.0,381.0,9283.0,31.0,0.13,6,Salaried,Single,High School,Rented,Tier3,Platinum,2025-05-02,Rejected
108665,32.0,94428.0,315.0,5854.0,30.0,0.37,7,Self-Employed,Divorced,Bachelors,Owned,Tier1,Silver,2025-04-05,Approved
108666,27.0,29321.0,492.0,38817.0,15.0,0.28,4,Business,Divorced,Bachelors,Family,Tier3,Silver,2024-12-22,Rejected
108667,59.0,30776.0,373.0,6557.0,31.0,0.6,6,Business,Single,Masters,Rented,Tier2,Gold,2024-04-19,Approved
108668,62.0,41119.0,576.0,5432.0,33.0,0.62,3,Self-Employed,Married,Bachelors,Family,Tier2,Gold,2025-08-09,Approved
108669,46.0,186641.0,360.0,13006.0,34.0,0.36,3,Business,Married,Bachelors,Rented,Tier2,Platinum,2025-12-15,Rejected
108670,60.0,155078.0,835.0,30989.0,15.0,0.63,5,Self-Employed,Divorced,High School,Owned,Tier3,Platinum,2024-11-06,Rejected
108671,29.0,194668.0,,41755.0,20.0,0.34,1,Self-Employed,Single,High School,Rented,Tier1,Silver,2024-04-20,Approved
108672,61.0,77967.0,642.0,38788.0,12.0,0.47,1,Self-Employed,Married,Bachelors,Rented,Tier3,Gold,2024-10-23,Approved
108673,54.0,189135.0,694.0,,17.0,0.16,1,Business,Married,Masters,Family,Tier1,Gold,2024-04-12,Approved
108674,33.0,178412.0,557.0,23632.0,1.0,0.08,0,Salaried,,Masters,Family,Tier2,Silver,2025-04-03,Approved
108675,56.0,100723.0,497.0,31943.0,32.0,0.15,3,Business,Divorced,High School,Rented,Tier2,Silver,2025-06-22,Rejected
108676,45.0,137620.0,352.0,29066.0,17.0,0.21,4,Business,Divorced,Masters,Family,Tier3,Gold,2025-07-06,Rejected
108677,44.0,162740.0,570.0,1977.0,27.0,0.54,1,Business,Divorced,Masters,Owned,Tier1,Platinum,2025-03-20,Rejected
108678,,105880.0,500.0,21594.0,34.0,0.16,1,Business,Married,High School,Rented,Tier1,Platinum,2025-07-25,Approved
108679,37.0,33195.0,695.0,40802.0,11.0,0.13,1,Business,Single,Bachelors,Family,Tier1,Platinum,2025-08-12,Approved
108680,22.0,127658.0,677.0,35026.0,7.0,0.65,1,Salaried,Single,Bachelors,Family,Tier3,Silver,2025-03-09,Approved
108681,33.0,82995.0,834.0,45815.0,24.0,0.5,1,Salaried,Single,High School,Rented,Tier1,Silver,2025-07-23,Approved
108682,51.0,155112.0,387.0,18681.0,6.0,0.36,0,Self-Employed,Divorced,High School,Family,Tier3,Gold,2025-06-06,Approved
108683,49.0,63250.0,697.0,11170.0,1.0,0.11,4,Salaried,Married,High School,Owned,Tier2,Silver,2024-12-15,Approved
108684,48.0,172148.0,481.0,8397.0,32.0,0.6,3,Business,Married,Bachelors,Owned,Tier2,Gold,2024-04-23,Approved
108685,47.0,40376.0,582.0,40640.0,32.0,0.12,4,Self-Employed,Single,Masters,Owned,Tier2,Silver,2024-11-09,Approved
108686,35.0,89723.0,832.0,31083.0,22.0,0.45,2,Business,Married,Bachelors,Rented,Tier2,Gold,2025-12-19,Approved
108687,51.0,68442.0,489.0,2732.0,4.0,0.48,5,Self-Employed,Single,,Family,Tier3,Platinum,2024-07-11,Approved
108688,60.0,30392.0,504.0,49628.0,13.0,0.31,3,Business,Divorced,High School,Owned,Tier3,Platinum,2025-08-20,Approved
108689,35.0,183178.0,343.0,3942.0,7.0,0.64,1,Self-Employed,Single,Masters,Rented,Tier3,Platinum,2025-12-14,Approved
108690,53.0,49809.0,599.0,32548.0,19.0,0.08,2,Self-Employed,Divorced,Bachelors,Rented,Tier2,Gold,2025-12-28,Approved
108691,40.0,140095.0,578.0,10429.0,17.0,0.58,5,Salaried,Married,Masters,Family,Tier2,Gold,2025-08-31,Approved
108692,62.0,156765.0,684.0,30741.0,22.0,0.41,2,Self-Employed,Married,Masters,Family,Tier1,Platinum,2024-09-06,Approved
108693,32.0,124473.0,610.0,38268.0,28.0,0.45,6,Salaried,Divorced,High School,Family,Tier3,Silver,2024-01-09,Approved
108694,57.0,119769.0,827.0,23517.0,6.0,0.69,7,Salaried,Married,Masters,Rented,Tier1,Gold,2025-11-17,Approved
108695,29.0,99710.0,573.0,30949.0,23.0,0.43,2,Salaried,Divorced,Bachelors,Family,Tier2,Silver,2025-05-04,Approved
108696,43.0,36352.0,781.0,29899.0,24.0,0.57,2,Self-Employed,Single,Masters,Owned,Tier1,Platinum,2025-12-28,Approved
108697,28.0,161064.0,750.0,16068.0,13.0,0.15,1,Salaried,Divorced,High School,Family,Tier2,Platinum,2024-11-25,Approved
108698,52.0,78076.0,831.0,48994.0,2.0,0.58,7,Salaried,Single,Bachelors,Family,Tier1,Silver,2025-10-05,Approved
108699,34.0,48354.0,830.0,1165.0,13.0,0.54,7,Self-Employed,Married,Masters,Owned,Tier3,Gold,2024-03-31,Rejected
108700,47.0,159384.0,824.0,13872.0,2.0,0.68,6,Self-Employed,Single,Bachelors,Owned,Tier2,Silver,2024-07-25,Rejected
108701,45.0,70833.0,316.0,,8.0,0.66,5,,Single,Bachelors,Owned,Tier3,Platinum,2024-03-19,Rejected
108702,33.0,29318.0,329.0,31206.0,6.0,0.19,7,Business,Married,High School,Owned,Tier3,Silver,2025-04-04,Rejected
108703,41.0,137363.0,769.0,30269.0,25.0,0.35,2,Self-Employed,Married,Bachelors,,Tier1,Gold,2024-10-13,Rejected
108704,,124992.0,603.0,30264.0,6.0,0.64,4,Salaried,Single,High School,Rented,Tier2,Platinum,2024-04-22,Rejected
108705,57.0,91003.0,392.0,13219.0,6.0,0.47,1,Self-Employed,Divorced,High School,Owned,Tier1,Silver,2025-03-01,Approved
108706,63.0,183264.0,461.0,20158.0,12.0,0.35,2,Self-Employed,Single,Masters,Family,Tier3,Silver,2025-03-21,Approved
108707,25.0,132841.0,627.0,26989.0,2.0,0.12,7,Business,Married,High School,Rented,Tier2,Silver,2024-08-14,Rejected
108708,33.0,125726.0,553.0,43406.0,19.0,0.28,2,Business,Divorced,Masters,Family,Tier1,Gold,2025-03-12,Approved
108709,48.0,114199.0,739.0,38788.0,8.0,0.48,6,Self-Employed,Single,Bachelors,Owned,Tier3,Silver,2025-07-24,Rejected
108710,63.0,144195.0,843.0,29058.0,21.0,0.55,4,Salaried,Married,Bachelors,Family,Tier3,Silver,2025-02-10,Rejected
108711,45.0,193561.0,419.0,25132.0,32.0,0.34,5,Self-Employed,Divorced,High School,Family,Tier1,Silver,2024-08-03,Approved
108712,55.0,132507.0,813.0,17830.0,22.0,0.09,0,Self-Employed,Married,Masters,Rented,Tier3,Gold,2025-12-20,Approved
108713,59.0,196381.0,848.0,29050.0,22.0,0.46,0,Business,Divorced,Bachelors,Family,Tier3,Silver,2024-11-18,Approved
108714,27.0,133173.0,396.0,33864.0,25.0,0.65,4,Salaried,Single,Masters,Rented,Tier1,Gold,2025-10-08,Approved
108715,58.0,53273.0,669.0,36194.0,31.0,0.37,5,Business,Divorced,Bachelors,Family,Tier1,Gold,2024-07-13,Rejected
108716,52.0,54473.0,716.0,44677.0,27.0,0.65,0,Salaried,Divorced,Masters,Family,Tier3,,2024-01-26,Approved
108717,23.0,86410.0,556.0,20641.0,29.0,0.28,3,Self-Employed,Single,High School,Owned,Tier1,Platinum,2024-09-27,Rejected
108718,59.0,153536.0,427.0,31375.0,16.0,0.63,5,Self-Employed,Divorced,Bachelors,Family,Tier3,Gold,2025-03-14,Approved
108719,57.0,169751.0,658.0,14555.0,17.0,0.56,3,Salaried,Single,High School,Rented,Tier2,Gold,2024-05-19,Approved
108720,42.0,117981.0,,22110.0,24.0,0.68,5,Salaried,,High School,Owned,Tier3,Platinum,2024-02-23,Rejected
108721,28.0,70310.0,356.0,24235.0,3.0,0.56,3,Self-Employed,Married,Masters,Owned,Tier1,Gold,2024-12-16,Rejected
108722,37.0,108406.0,375.0,42462.0,25.0,0.26,6,Salaried,Married,High School,Owned,Tier1,Platinum,2024-02-16,Approved
108723,47.0,137765.0,457.0,29959.0,30.0,0.64,0,Self-Employed,Single,High School,Owned,Tier3,Silver,2025-06-27,Rejected
108724,53.0,50992.0,384.0,41957.0,11.0,0.49,3,Salaried,Single,High School,Owned,Tier3,Platinum,2024-10-07,Approved
108725,37.0,54433.0,621.0,46424.0,17.0,0.16,3,Business,Single,High School,Family,Tier3,Silver,2024-04-26,Approved
108726,62.0,50933.0,608.0,42024.0,9.0,0.08,0,Salaried,Single,Masters,Owned,Tier2,Gold,2025-01-18,Approved
108727,32.0,185308.0,829.0,40508.0,1.0,0.29,4,Business,Married,Masters,Family,Tier1,Silver,2025-09-24,Approved
108728,,165842.0,583.0,24098.0,24.0,0.56,5,Business,Single,High School,Family,Tier2,Gold,2025-09-06,Approved
108729,28.0,94285.0,341.0,16309.0,8.0,0.45,1,Business,Married,Bachelors,Family,Tier1,Silver,2024-06-13,Rejected
108730,43.0,135121.0,433.0,15105.0,31.0,0.39,3,Business,Divorced,High School,Rented,Tier2,Platinum,2025-04-12,Approved
108731,62.0,147747.0,703.0,9672.0,4.0,0.05,5,Business,Divorced,High School,Family,Tier3,Silver,2025-04-12,Approved
108732,49.0,191343.0,792.0,31328.0,2.0,0.33,0,Business,Married,Bachelors,Family,Tier2,Gold,2025-10-15,Approved
108733,40.0,136682.0,521.0,15078.0,16.0,0.15,1,Business,Divorced,Bachelors,Owned,Tier3,Platinum,2025-06-21,Rejected
108734,36.0,,528.0,40647.0,12.0,0.35,1,Salaried,Married,High School,Family,Tier1,Silver,2024-11-04,Approved
108735,37.0,120826.0,751.0,38430.0,2.0,0.69,5,Salaried,Single,Masters,Owned,Tier3,Platinum,2025-03-29,Rejected
108736,36.0,167173.0,605.0,41583.0,27.0,0.62,2,Business,Married,Masters,Rented,Tier1,Silver,2025-01-25,Rejected
